6910.95424006	6916.15670406
7100.4111882	7106.0964746
6752.37433989	6757.59747269
6669.23579123	6673.61487923
6978.09971732	6986.11560852
7078.28220045	7082.38082765
7043.55071063	7050.40084183
6675.61303952	6683.74870032
6914.84154069	6919.14069909
7127.21958666	7135.49626826
7079.4170538	7086.4475466
7197.28989178	7201.02621498
6971.41137083	6974.32481723
7081.04388723	7084.47874803
7037.18589244	7045.40256444
7058.3058155	7065.3575595
6789.77931641	6792.57124601
7084.39615427	7087.41044867
6966.0138986	6968.4043498
7092.45798922	7098.16261322
6726.40713683	6731.97240403
7101.92255828	7108.15017748
7029.33849994	7033.35703114
7065.99387556	7069.36831076
6956.65611138	6959.14790978
6966.05671772	6974.49325852
7063.87385445	7070.52320485
7157.59053528	7162.37135128
6665.57043165	6666.73677725
7085.76078018	7088.81416578
6710.65134092	6714.16796172
7010.53644379	7014.49454939
7119.29040731	7125.43676571
6613.61425993	6621.95061833
6785.78188426	6792.49141066
7019.72823533	7023.32395373
6773.57337606	6781.40715846
6808.73805286	6811.87220006
6612.25373241	6620.06792761
7194.1033522	7201.1141746
7155.5446122	7160.4669482
7005.67736025	7008.97161625
6615.49025681	6623.76710481
7059.95183156	7066.84263476
6902.99931547	6908.58425307
7100.87275909	7105.79534469
7196.63031262	7204.12354142
7102.13387789	7105.20793229
6960.9678755	6963.1784643
6972.19802824	6978.60642504
7040.58812961	7048.38282081
7161.28369573	7164.19672613
6968.38732126	6975.29762846
7086.19534191	7090.59576431
6668.33158516	6676.32639156
7179.73574487	7183.41172567
6739.57312068	6741.01959428
7017.37593611	7021.53440651
6983.32053503	6988.64476543
7121.81980038	7126.66137478
6718.09412195	6720.88729955
6959.05312054	6961.36297654
7193.18539092	7197.78642772
6792.16056781	6799.15097101
7067.64140937	7070.63520137
6793.1899984	6796.26372
7005.09928197	7010.36333637
6737.96628856	6746.32248376
7175.52214523	7180.96547963
7128.46027657	7131.91530697
7181.81780857	7188.72878137
7183.56617846	7185.41454646
7004.76498375	7012.92039815
7105.87633489	7109.93429009
7184.49097165	7189.27261965
7053.95085684	7058.97295924
7124.92432981	7131.57417941
7188.5068712	7192.4843976
7134.15290816	7136.54310976
7169.96504938	7172.97892778
7168.54939795	7170.87992275
6645.4980929	6652.6699393
6810.2289039	6816.9188431
7089.10244024	7091.21243064
6702.15559651	6706.53576611
6970.7120217	6975.8749785
7156.94600056	7160.86393336
6946.0231748	6948.2126788
6986.97504391	6995.47167751
6909.87208205	6911.05834765
7169.66056084	7176.12963284
7067.68506709	7072.68733269
7035.77517816	7042.58521976
7048.19811541	7053.38157461
6623.23525544	6624.74248744
6775.09889781	6778.73462261
7093.88951431	7096.72311431
6915.01314828	6921.52122828
7003.3193448	7011.5760232
6729.70584277	6736.53605397
7111.81718282	7114.30923082
6975.64186172	6978.73591932
7107.06128267	7109.67251787
6735.95360086	6737.17995606
7102.18356345	7109.45484345
7026.37580658	7032.80362418
7068.72014515	7076.73478835
6921.70232913	6925.72011153
7114.09902365	7118.39759965
6931.99715723	6936.33582283
7149.04615613	7152.09945853
7194.16916429	7200.97945549
6834.85079401	6842.68599081
7172.42422352	7174.63373072
7189.33547668	7191.36428948
6683.85227555	6690.92269155
7095.77844847	7098.08946927
7125.99903124	7131.52337684
7037.52293111	7045.19593911
7079.70972178	7083.92928338
7030.05126511	7037.82620271
6604.3688561	6605.9771025
7132.43911548	7138.14498748
7156.65531485	7164.12762525
6966.05912339	6967.54560339
6757.16066572	6762.88662412
6770.95607721	6776.68153641
7001.91435502	7004.34556142
6936.22315537	6940.18076177
7091.18643742	7093.67773662
7176.2535872	7184.1487104
7076.35246156	7079.92859276
6976.10748517	6982.67590757
6973.94656944	6978.80773104
6691.14697551	6696.77225231
7119.03742882	7121.89103202
7187.77840944	7193.88592624
7171.7989573	7179.5534757
6732.92223434	6737.26139914
7018.2155719	7023.6999943
7183.3411748	7187.35929
7052.44924974	7054.84103214
6608.10943479	6612.46843639
6992.04283654	6999.23526854
7028.55697754	7030.34558554
6947.17927856	6948.98705776
6810.452906	6817.7048484
6917.53151064	6923.89948504
6921.48762799	6923.99884719
6907.42670268	6913.15257788
7084.39499207	7086.36379527
6997.84260321	7001.35889121
6639.05611017	6643.79758537
7039.22908001	7041.53985121
7115.12729172	7118.94504212
7068.55833965	7076.57364845
6990.61316939	6997.76467979
6942.22321241	6946.64322201
7138.1265791	7144.6759967
6961.40314213	6969.31801893
7184.50935303	7190.83748743
6905.27955534	6912.21069774
6672.59991291	6675.99551611
6978.67073111	6985.72155991
6993.83884403	6999.68532083
6905.15938106	6908.69459066
6836.05507366	6838.42593766
7000.09424691	7002.88667571
7078.4411324	7079.5872252
6942.60970381	6945.48197901
6931.13995859	6937.30748499
6773.12000493	6776.57536813
6660.18765724	6667.25948764
6610.33419359	6613.42850079
6919.9091497	6924.9513385
6969.3467351	6972.8625239
6908.90683325	6914.04953725
