6807.90931251	6880.81269283
6912.38956648	6928.03159425
6913.84995473	6999.99580006
7097.01016941	7174.73044968
7084.69037189	7102.98023207
7196.32764243	7283.91093288
7125.80273959	7187.16599528
7059.71854037	7154.05066408
7193.75415698	7282.06226088
6992.13984459	7089.11532647
6624.69504167	6663.67883874
7198.74170347	7283.20312168
7036.61980968	7083.07305127
7049.43138183	7091.78737767
7194.32016	7261.45623208
6939.62410734	6969.22382566
7056.02776793	7069.98431207
7099.80918284	7168.87250408
6981.17278528	7006.67907046
7176.75629213	7273.73411368
6944.96307414	7016.18866406
6978.00172389	7061.73622887
7108.2072605	7193.39195048
7019.02643598	7106.86859367
7022.68367129	7114.12228327
7022.88082625	7103.73551527
7054.14742401	7079.89833447
7170.85402293	7199.49086568
6922.80668233	6962.74908326
7028.9942899	7076.39693607
6951.81684853	7003.00966566
7133.14232127	7224.67643048
6974.94550346	7088.08425127
7031.22749904	7115.76935847
7175.40544562	7231.79548968
7027.18744375	7105.44527527
6922.17742456	6977.87853286
7028.332436	7107.12688487
7154.83549335	7242.10426408
6997.91914891	7089.07714407
7161.81577757	7228.94973288
7183.4237259	7245.08433768
7031.8598694	7087.01386087
7171.83930047	7190.42575208
6787.78114083	6874.38353665
7169.56712512	7269.43987688
7177.7280215	7200.76959208
6747.40832484	6836.37776385
6975.54318352	7065.34631847
6951.19371059	6966.44295846
7152.00909321	7238.67639048
6619.74502635	6663.92817292
6994.48092639	7059.05660487
6621.3910775	6643.67461132
7126.78827243	7244.29679688
6677.05554942	6773.27459105
7041.50786948	7084.20886407
6616.57698446	6673.89814365
6679.533788	6784.78847265
6907.49543046	6928.97914785
7096.81323704	7136.78753927
7099.46651464	7195.56369928
6718.25105219	6763.71283105
7043.18898969	7124.45305927
7112.68588401	7166.67025928
6624.21455811	6658.32873195
7141.32250452	7256.29681288
6640.33122501	6719.14756994
7158.93445103	7213.69508168
6905.49533163	7004.28702406
7031.90228996	7144.70343688
7024.39822813	7062.82975367
7063.90241101	7110.66665927
7092.39474317	7185.53801928
6941.56784179	7022.18049606
7090.48886162	7141.14097928
6774.31909937	6797.54236385
6706.62112666	6748.76908065
6906.87503123	6998.59943366
6996.63613886	7063.27141447
6830.34335919	6914.6950463
7177.19761164	7290.06150408
7004.53133121	7093.45545927
7113.11892901	7225.93793928
7105.74491413	7135.17553927
6666.27556677	6748.62091105
6830.08531998	6873.01393923
7147.29102353	7231.45414088
7073.67795046	7097.69324807
6948.76018505	6967.32077446
6936.6413944	7013.92136326
6954.43247434	6972.69510086
6965.33003161	7017.57394566
6752.26070962	6826.48028065
6664.98110365	6717.03722754
7188.706392	7253.35827208
7012.92578151	7074.31682247
7152.99351016	7224.74955368
6928.70813731	6943.69461288
6732.14269825	6772.80421185
6969.08308576	7080.91546407
6938.53920576	7011.95840166
6955.04392159	7029.95717926
7029.40973469	7140.18723047
7164.47142734	7234.57944168
6825.96784601	6879.25688163
6827.03399895	6922.36759745
7134.44775234	7249.77044328
6692.89015824	6709.46432125
7099.69992302	7221.50683368
6931.2180465	7016.77058086
6645.95767394	6690.32142525
6993.13461095	7021.98043686
6984.34823416	7105.53853927
6949.62971534	7030.87653926
7154.32181919	7245.75991208
6987.86676964	7111.38319527
7179.28141595	7237.52373608
6722.71337668	6826.13572225
7058.39000061	7176.38793768
6901.51344873	6984.75849126
6960.29459724	7077.10477927
6724.44162045	6744.40381338
7155.27840021	7208.79595368
6779.3202967	6874.16456385
6947.86911977	6999.35019366
6982.43540955	7087.83973927
6691.51923787	6770.81825985
6901.14465888	6927.13031416
7041.54643943	7151.18958248
7165.09183704	7271.52794728
6789.23677226	6838.16392705
6719.49905818	6736.57146462
6815.65426806	6904.91204963
6782.40502865	6827.52867571
6966.2703383	6991.00273126
6913.81301975	6964.89617126
7178.74530111	7267.18449448
6611.02372972	6721.83354685
6976.19198705	7031.21765927
7152.74902257	7190.51337768
6705.20371295	6748.81532225
6994.54918195	7046.96548007
6831.80136452	6892.95897985
7074.20266032	7104.22189927
7126.749461	7174.50969768
7047.16546155	7158.43529768
6986.57744406	7053.38463047
7108.17551442	7127.00753287
6972.3583226	7020.80970246
7068.91910547	7140.47478407
7013.50090405	7034.59504647
7057.28742265	7129.10163207
7024.51395476	7081.51846407
7182.83472228	7249.36597448
7070.26502455	7171.45688968
6964.8572896	7034.90942727
7134.49948143	7227.90834888
7166.78412078	7254.15832648
7153.30249096	7250.20941768
7183.94780014	7278.60580808
7096.34354853	7177.70747848
7084.68142296	7171.55304008
7042.2725627	7110.07095047
6837.59083985	6894.33984963
7018.62998356	7079.65601927
6988.82563598	7008.42825286
6611.91495071	6710.32827165
6928.55437393	7028.25088326
6732.95344076	6827.85184545
6906.9831519	6999.13793606
6661.28760196	6699.45156862
6960.53639613	6977.11640006
6755.37103083	6824.65683745
7004.86586207	7102.30001287
7030.49593904	7134.46393287
6964.18595594	7042.54565767
