6807.90931251	6813.99541171	
6912.38956648	6913.69568488	
6913.84995473	6921.04205393	
7097.01016941	7103.49857901	
7084.69037189	7086.21752389	
7196.32764243	7203.63934483	
7125.80273959	7130.92585639	
7059.71854037	7067.59349397	
7193.75415698	7201.12661778	
6992.13984459	7000.23591499	
6624.69504167	6627.95004007	
7198.74170347	7205.79303147	
7036.61980968	7040.49756968	
7049.43138183	7052.96792263	
7194.32016	7199.925184	
6939.62410734	6942.09556974	
7056.02776793	7057.19303193	
7099.80918284	7105.57531404	
6981.17278528	6983.30219648	
7176.75629213	7184.85161373	
6944.96307414	6950.90940054	
6978.00172389	6984.99204389	
7108.2072605	7115.3192637	
7019.02643598	7026.35938958	
7022.68367129	7030.31733849	
7022.88082625	7029.63102465	
7054.14742401	7056.29758721	
7170.85402293	7173.24505653	
6922.80668233	6926.14127753	
7028.9942899	7032.9516467	
6951.81684853	6955.73511413	
7133.14232127	7139.93219327	
6974.94550346	6983.36187466	
7031.22749904	7037.45570064	
7175.40544562	7179.50407282	
7027.18744375	7032.93273975	
6922.17742456	6926.43599416	
7028.332436	7034.1181544	
7154.83549335	7161.30348375	
6997.91914891	7004.64934411	
7161.81577757	7166.73728157	
7183.4237259	7187.9643371	
7031.8598694	7035.8379782	
7171.83930047	7173.12475007	
6787.78114083	6794.41090403	
7169.56712512	7176.99967872	
7177.7280215	7179.2760919	
6747.40832484	6754.21853284	
6975.54318352	6982.17228112	
6951.19371059	6952.36005619	
7152.00909321	7157.63412041	
6619.74502635	6623.26006635	
6994.48092639	6999.30249759	
6621.3910775	6623.1600151	
7126.78827243	7134.32100843	
6677.05554942	6684.70996862	
7041.50786948	7044.56192068	
6616.57698446	6621.13668366	
6679.533788	6687.9109848	
6907.49543046	6909.20419206	
7096.81323704	7099.38538104	
7099.46651464	7105.57319944	
6718.25105219	6721.86752259	
7043.18898969	7048.91394969	
7112.68588401	7116.14133041	
6624.21455811	6626.92639171	
7141.32250452	7149.13736532	
6640.33122501	6646.59968261	
7158.93445103	7161.84739823	
6905.49533163	6913.32928043	
7031.90228996	7039.85684036	
7024.39822813	7027.11089373	
7063.90241101	7067.47870861	
7092.39474317	7098.44108557	
6941.56784179	6947.95581939	
7090.48886162	7093.86421202	
6774.31909937	6776.16738417	
6706.62112666	6709.97572506	
6906.87503123	6914.14764243	
6996.63613886	7001.57814526	
6830.34335919	6837.05363439	
7177.19761164	7184.71051084	
7004.53133121	7011.26061121	
7113.11892901	7119.42689381	
7105.74491413	7107.55360853	
6666.27556677	6672.82473477	
6830.08531998	6833.50125918	
7147.29102353	7152.67434833	
7073.67795046	7075.58699366	
6948.76018505	6950.22666185	
6936.6413944	6942.7678328	
6954.43247434	6955.87861514	
6965.33003161	6969.46874841	
6752.26070962	6758.16727922	
6664.98110365	6669.12007005	
7188.706392	7193.0050512	
7012.92578151	7017.46639271	
7152.99351016	7157.39326696	
6928.70813731	6929.85439651	
6732.14269825	6735.25609345	
6969.08308576	6973.62319776	
6938.53920576	6943.29985216	
6955.04392159	6958.35967839	
7029.40973469	7036.80144989	
7164.47142734	7167.60615694	
6825.96784601	6830.04663641	
6827.03399895	6834.32677975	
7134.44775234	7142.14184514	
6692.89015824	6694.15568784	
7099.69992302	7107.83583342	
6931.2180465	6936.8432401	
6645.95767394	6649.35344354	
6993.13461095	6994.96297575	
6984.34823416	6990.29497656	
6949.62971534	6954.77308494	
7154.32181919	7160.22797279	
6987.86676964	6994.27475044	
7179.28141595	7182.17386075	
6722.71337668	6730.62883588	
7058.39000061	7065.78221501	
6901.51344873	6907.43943913	
6960.29459724	6967.50678284	
6724.44162045	6725.96918845	
7155.27840021	7158.35295381	
6779.3202967	6786.5724055	
6947.86911977	6951.12303657	
6982.43540955	6987.47709915	
6691.51923787	6697.58649867	
6901.14465888	6903.13379808	
7041.54643943	7048.95923943	
7165.09183704	7171.84136984	
6789.23677226	6792.97301226	
6719.49905818	6720.80550938	
6815.65426806	6822.48506166	
6782.40502865	6785.85997585	
6966.2703383	6967.7173943	
6913.81301975	6917.62935575	
7178.74530111	7183.98935231	
6611.02372972	6619.50102572	
6976.19198705	6977.82023665	
7152.74902257	7155.03995697	
6705.20371295	6708.53889055	
6994.54918195	6997.36136435	
6831.80136452	6836.48266372	
7074.20266032	7075.78998832	
7126.749461	7130.0238802	
7047.16546155	7054.71911595	
6986.57744406	6991.92134486	
7108.17551442	7109.68224722	
6972.3583226	6976.235001	
7068.91910547	7074.64423187	
7013.50090405	7015.18874725	
7057.28742265	7063.03355065	
7024.51395476	7029.07481876	
7182.83472228	7188.15803748	
7070.26502455	7078.36017975	
6964.8572896	6970.4623968	
7134.49948143	7141.97254063	
7166.78412078	7173.77502318	
7153.30249096	7161.05617736	
7183.94780014	7191.52170734	
7096.34354853	7102.85254373	
7084.68142296	7091.63223576	
7042.2725627	7047.6972251	
6837.59083985	6842.13170065	
7018.62998356	7023.51173076	
6988.82563598	6990.39312718	
6611.91495071	6619.78940511	
6928.55437393	6936.53000913	
6732.95344076	6740.54660236	
6906.9831519	6914.3553631	
6661.28760196	6664.34132036	
6960.53639613	6961.86318333	
6755.37103083	6760.91479723	
7004.86586207	7012.66022047	
7030.49593904	7038.81204464	
6964.18595594	6970.45441354	
